CODIGO_SINIESTRO,CODIGO_VEHICULO,CODIGO_PERSONA,DEPARTAMENTO,PROVINCIA,DISTRITO,TIPO_PERSONA,GRAVEDAD,LUGAR_ATENCION_LESIONADO,LUGAR_DE_DEFUNCION,SITUACION_DE_PERSONA,PAIS_DE_NACIONALIDAD,EDAD,SEXO,POSEE_LICENCIA,ESTADO_LICENCIA,CLASE_LICENCIA,SE_SOMETIO_A_DOSAJE_ETILICO_CUALITATIVO,RESULTADO_DEL_DOSAJE_ETILICO_CUALITATIVO,SE_SOMETIO_A_DOSAJE_ETILICO_CUANTITATIVO,VEHICULO,FECHA,ANIO,MES,DIA,HORA,CLASE_DE_SINIESTRO,CAUSA,CAUSA_ESPECIFICA,TIPO_DE_VIA,CODIGO_DE_CARRETERA,RED_VIAL
A-2021-02-63,V-2021-02-63-1,P-2021-02-63-1-2,CUSCO,PARURO,HUANOQUITE,OCUPANTE,FALLECIDO,,,IDENTIFICADO,PERÚ,0,FEMENINO,SE DESCONOCE,NO CONDUCTOR,NO CONDUCTOR,,NO SE REALIZO,,CAMIÓN,12/02/2021,2021,FEBRERO,VIERNES,2,VOLCADURA,NEGLIGENCIA DEL CONDUCTOR,N/I,CARRETERA DEPARTAMENTAL,CU-118,DEPARTAMENTAL
A-2021-02-63,V-2021-02-63-1,P-2021-02-63-1-3,CUSCO,PARURO,HUANOQUITE,OCUPANTE,LESIONADO,,,IDENTIFICADO,PERÚ,51,FEMENINO,SE DESCONOCE,NO CONDUCTOR,NO CONDUCTOR,,NO SE REALIZO,,CAMIÓN,12/02/2021,2021,FEBRERO,VIERNES,2,VOLCADURA,NEGLIGENCIA DEL CONDUCTOR,N/I,CARRETERA DEPARTAMENTAL,CU-118,DEPARTAMENTAL
A-2021-02-63,V-2021-02-63-1,P-2021-02-63-1-4,CUSCO,PARURO,HUANOQUITE,OCUPANTE,LESIONADO,,,IDENTIFICADO,PERÚ,47,MASCULINO,SE DESCONOCE,NO CONDUCTOR,NO CONDUCTOR,,NO SE REALIZO,,CAMIÓN,12/02/2021,2021,FEBRERO,VIERNES,2,VOLCADURA,NEGLIGENCIA DEL CONDUCTOR,N/I,CARRETERA DEPARTAMENTAL,CU-118,DEPARTAMENTAL
A-2021-02-63,V-2021-02-63-1,P-2021-02-63-1-5,CUSCO,PARURO,HUANOQUITE,OCUPANTE,LESIONADO,,,IDENTIFICADO,,59,MASCULINO,SE DESCONOCE,NO CONDUCTOR,NO CONDUCTOR,,NO SE REALIZO,,CAMIÓN,12/02/2021,2021,FEBRERO,VIERNES,2,VOLCADURA,NEGLIGENCIA DEL CONDUCTOR,N/I,CARRETERA DEPARTAMENTAL,CU-118,DEPARTAMENTAL
A-2021-02-63,V-2021-02-63-1,P-2021-02-63-1-6,CUSCO,PARURO,HUANOQUITE,OCUPANTE,LESIONADO,,,IDENTIFICADO,PERÚ,61,MASCULINO,SE DESCONOCE,NO CONDUCTOR,NO CONDUCTOR,,NO SE REALIZO,,CAMIÓN,12/02/2021,2021,FEBRERO,VIERNES,2,VOLCADURA,NEGLIGENCIA DEL CONDUCTOR,N/I,CARRETERA DEPARTAMENTAL,CU-118,DEPARTAMENTAL
A-2021-02-63,V-2021-02-63-1,P-2021-02-63-1-7,CUSCO,PARURO,HUANOQUITE,OCUPANTE,LESIONADO,,,IDENTIFICADO,PERÚ,54,MASCULINO,SE DESCONOCE,NO CONDUCTOR,NO CONDUCTOR,,NO SE REALIZO,,CAMIÓN,12/02/2021,2021,FEBRERO,VIERNES,2,VOLCADURA,NEGLIGENCIA DEL CONDUCTOR,N/I,CARRETERA DEPARTAMENTAL,CU-118,DEPARTAMENTAL
A-2021-02-63,V-2021-02-63-1,P-2021-02-63-1-8,CUSCO,PARURO,HUANOQUITE,OCUPANTE,LESIONADO,,,IDENTIFICADO,,37,MASCULINO,SE DESCONOCE,NO CONDUCTOR,NO CONDUCTOR,,NO SE REALIZO,,CAMIÓN,12/02/2021,2021,FEBRERO,VIERNES,2,VOLCADURA,NEGLIGENCIA DEL CONDUCTOR,N/I,CARRETERA DEPARTAMENTAL,CU-118,DEPARTAMENTAL
A-2021-02-63,V-2021-02-63-1,P-2021-02-63-1-9,CUSCO,PARURO,HUANOQUITE,OCUPANTE,LESIONADO,,,IDENTIFICADO,,68,MASCULINO,SE DESCONOCE,NO CONDUCTOR,NO CONDUCTOR,,NO SE REALIZO,,CAMIÓN,12/02/2021,2021,FEBRERO,VIERNES,2,VOLCADURA,NEGLIGENCIA DEL CONDUCTOR,N/I,CARRETERA DEPARTAMENTAL,CU-118,DEPARTAMENTAL
A-2021-02-78,V-2021-02-78-1,P-2021-02-78-1-1,CUSCO,CANAS,PAMPAMARCA,CONDUCTOR,ILESO,,,IDENTIFICADO,PERÚ,59,MASCULINO,SE DESCONOCE,VIGENTE,A II A,,NO SE REALIZO,,CAMIONETA PICK UP,04/02/2021,2021,FEBRERO,JUEVES,9,ATROPELLO,NEGLIGENCIA DEL CONDUCTOR,OTRO (NEGLIGENCIA DEL CONDUCTOR),CALLE,NO CORRESPONDE,URBANO
A-2021-02-78,V-2021-02-78-1,P-2021-02-78-1-2,CUSCO,CANAS,PAMPAMARCA,PEATÓN,FALLECIDO,,,IDENTIFICADO,PERÚ,5,FEMENINO,SE DESCONOCE,NO CONDUCTOR,NO CONDUCTOR,,NO SE REALIZO,,CAMIONETA PICK UP,04/02/2021,2021,FEBRERO,JUEVES,9,ATROPELLO,NEGLIGENCIA DEL CONDUCTOR,OTRO (NEGLIGENCIA DEL CONDUCTOR),CALLE,NO CORRESPONDE,URBANO
A-2021-02-80,V-2021-02-80-1,P-2021-02-80-1-3,CAJAMARCA,CONTUMAZA,TANTARICA,OCUPANTE,LESIONADO,CENTRO DE SALUD PÚBLICO,,IDENTIFICADO,,36,MASCULINO,SE DESCONOCE,NO CONDUCTOR,NO CONDUCTOR,,NO SE REALIZO,NO,AUTOMÓVIL,15/02/2021,2021,FEBRERO,LUNES,7,ESPECIAL,IMPRUDENCIA DEL CONDUCTOR,INVASIÓN DE CARRIL,CARRETERA NACIONAL,PE-08,NACIONAL
A-2021-02-80,V-2021-02-80-1,P-2021-02-80-1-5,CAJAMARCA,CONTUMAZA,TANTARICA,OCUPANTE,LESIONADO,CENTRO DE SALUD PÚBLICO,,IDENTIFICADO,,47,FEMENINO,SE DESCONOCE,NO CONDUCTOR,NO CONDUCTOR,,NO SE REALIZO,NO,AUTOMÓVIL,15/02/2021,2021,FEBRERO,LUNES,7,ESPECIAL,IMPRUDENCIA DEL CONDUCTOR,INVASIÓN DE CARRIL,CARRETERA NACIONAL,PE-08,NACIONAL
A-2021-02-80,V-2021-02-80-2,P-2021-02-80-2-1,CAJAMARCA,CONTUMAZA,TANTARICA,CONDUCTOR,LESIONADO,CENTRO DE SALUD PRIVADO,,IDENTIFICADO,,35,MASCULINO,SI,VIGENTE,A III C,,NO SE REALIZO,,REMOLCADOR,15/02/2021,2021,FEBRERO,LUNES,7,ESPECIAL,IMPRUDENCIA DEL CONDUCTOR,INVASIÓN DE CARRIL,CARRETERA NACIONAL,PE-08,NACIONAL
A-2021-02-94,V-2021-02-94-1,P-2021-02-94-1-1,PUNO,CHUCUITO,POMATA,CONDUCTOR FUGADO,NO SE CONOCE,,,NO IDENTIFICADO,,NO INDICA,NO INDICA,SE DESCONOCE,FUGADO,FUGADO,,NO SE REALIZO,,AUTOMÓVIL,19/02/2021,2021,FEBRERO,VIERNES,3,ATROPELLO FUGA,IMPRUDENCIA DEL PEATÓN,CRUCE INDEBIDO POR LA CALZADA,CARRETERA NACIONAL,PE-3S,NACIONAL
A-2021-03-104,V-2021-03-104-2,P-2021-03-104-2-1,MADRE DE DIOS,TAMBOPATA,INAMBARI,SIN CONDUCTOR,NO SE CONOCE,,,NO IDENTIFICADO,,NO INDICA,NO INDICA,SE DESCONOCE,NO CONDUCTOR,NO CONDUCTOR,,NO SE REALIZO,,TRIMOTO CARGA,18/03/2021,2021,MARZO,JUEVES,3,CHOQUE,N/I,N/I,CARRETERA NACIONAL,PE-30C,NACIONAL
A-2021-03-12,V-2021-03-12-1,P-2021-03-12-1-1,CAJAMARCA,CELENDIN,SOROCHUCO,CONDUCTOR,ILESO,,,NO IDENTIFICADO,,NO INDICA,NO INDICA,NO,SIN DNI IDENTIFICADO,SIN DNI IDENTIFICADO,,NO SE REALIZO,,CAMIÓN,02/03/2021,2021,MARZO,MARTES,21,DESPISTE,IMPRUDENCIA DEL CONDUCTOR,CONDUCIR EN ESTADO DE EBRIEDAD Y/O DROGADICCIÓN,CARRETERA VECINAL,CA-1024,VECINAL
A-2021-03-136,V-2021-03-136-2,P-2021-03-136-2-1,AREQUIPA,AREQUIPA,YURA,CONDUCTOR,ILESO,,,IDENTIFICADO,PERÚ,43,MASCULINO,SI,VIGENTE,A I,,NO SE REALIZO,,REMOLCADOR-SEMIREMOLQUE,20/03/2021,2021,MARZO,SÁBADO,16,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,INVASIÓN DE CARRIL,CARRETERA NACIONAL,PE-34A,NACIONAL
A-2021-03-167,V-2021-03-167-1,P-2021-03-167-1-3,CUSCO,LA CONVENCION,QUELLOUNO,OCUPANTE,LESIONADO,,,IDENTIFICADO,,40,MASCULINO,SE DESCONOCE,NO CONDUCTOR,NO CONDUCTOR,,NO SE REALIZO,,CAMIONETA PICK UP,19/03/2021,2021,MARZO,VIERNES,14,DESPISTE,INFRAESTRUCTURA Y ENTORNO VIAL,FACTOR AMBIENTAL,CARRETERA NACIONAL,PE-28B,NACIONAL
A-2021-03-167,V-2021-03-167-1,P-2021-03-167-1-4,CUSCO,LA CONVENCION,QUELLOUNO,OCUPANTE,FALLECIDO,,,NO IDENTIFICADO,,NO INDICA,NO INDICA,SE DESCONOCE,NO CONDUCTOR,NO CONDUCTOR,,NO SE REALIZO,,CAMIONETA PICK UP,19/03/2021,2021,MARZO,VIERNES,14,DESPISTE,INFRAESTRUCTURA Y ENTORNO VIAL,FACTOR AMBIENTAL,CARRETERA NACIONAL,PE-28B,NACIONAL
A-2021-03-167,V-2021-03-167-1,P-2021-03-167-1-5,CUSCO,LA CONVENCION,QUELLOUNO,OCUPANTE,FALLECIDO,,,NO IDENTIFICADO,,NO INDICA,NO INDICA,SE DESCONOCE,NO CONDUCTOR,NO CONDUCTOR,,NO SE REALIZO,,CAMIONETA PICK UP,19/03/2021,2021,MARZO,VIERNES,14,DESPISTE,INFRAESTRUCTURA Y ENTORNO VIAL,FACTOR AMBIENTAL,CARRETERA NACIONAL,PE-28B,NACIONAL
A-2021-03-167,V-2021-03-167-1,P-2021-03-167-1-6,CUSCO,LA CONVENCION,QUELLOUNO,OCUPANTE,FALLECIDO,,,NO IDENTIFICADO,,NO INDICA,NO INDICA,SE DESCONOCE,NO CONDUCTOR,NO CONDUCTOR,,NO SE REALIZO,,CAMIONETA PICK UP,19/03/2021,2021,MARZO,VIERNES,14,DESPISTE,INFRAESTRUCTURA Y ENTORNO VIAL,FACTOR AMBIENTAL,CARRETERA NACIONAL,PE-28B,NACIONAL
A-2021-03-167,V-2021-03-167-1,P-2021-03-167-1-7,CUSCO,LA CONVENCION,QUELLOUNO,OCUPANTE,FALLECIDO,,,NO IDENTIFICADO,,NO INDICA,NO INDICA,SE DESCONOCE,NO CONDUCTOR,NO CONDUCTOR,,NO SE REALIZO,,CAMIONETA PICK UP,19/03/2021,2021,MARZO,VIERNES,14,DESPISTE,INFRAESTRUCTURA Y ENTORNO VIAL,FACTOR AMBIENTAL,CARRETERA NACIONAL,PE-28B,NACIONAL
A-2021-03-178,V-2021-03-178-1,P-2021-03-178-1-1,LAMBAYEQUE,CHICLAYO,LAGUNAS,CONDUCTOR FUGADO,NO SE CONOCE,,,NO IDENTIFICADO,,NO INDICA,NO INDICA,SE DESCONOCE,FUGADO,FUGADO,,NO SE REALIZO,,VEHICULO NO IDENTIFICADO,06/03/2021,2021,MARZO,SÁBADO,2,ATROPELLO FUGA,IMPRUDENCIA DEL PEATÓN,CRUCE INDEBIDO POR LA CALZADA,CARRETERA NACIONAL,PE-1N,NACIONAL
A-2021-03-199,V-2021-03-199-1,P-2021-03-199-1-1,JUNIN,CHANCHAMAYO,PICHANAQUI,CONDUCTOR,ILESO,,,IDENTIFICADO,PERÚ,60,MASCULINO,SI,VIGENTE,A III B,,NO SE REALIZO,,REMOLCADOR-SEMIREMOLQUE,24/03/2021,2021,MARZO,MIÉRCOLES,15,CHOQUE,N/I,N/I,CARRETERA NACIONAL,PE-5S,NACIONAL
A-2021-03-199,V-2021-03-199-2,P-2021-03-199-2-1,JUNIN,CHANCHAMAYO,PICHANAQUI,CONDUCTOR,FALLECIDO,,EN EL LUGAR DE LOS HECHOS,IDENTIFICADO,PERÚ,18,MASCULINO,NO,SIN LICENCIA,SIN LICENCIA,,NO SE REALIZO,,CAMIONETA PICK UP,24/03/2021,2021,MARZO,MIÉRCOLES,15,CHOQUE,N/I,N/I,CARRETERA NACIONAL,PE-5S,NACIONAL
A-2021-03-203,V-2021-03-203-1,P-2021-03-203-1-1,MADRE DE DIOS,TAMBOPATA,LAS PIEDRAS,CONDUCTOR,LESIONADO,,,IDENTIFICADO,,20,MASCULINO,SE DESCONOCE,SIN LICENCIA,SIN LICENCIA,,NO SE REALIZO,,MOTOCICLETA,26/03/2021,2021,MARZO,VIERNES,19,CHOQUE,N/I,N/I,CARRETERA NACIONAL,PE-30C,NACIONAL
A-2021-03-203,V-2021-03-203-1,P-2021-03-203-1-2,MADRE DE DIOS,TAMBOPATA,LAS PIEDRAS,OCUPANTE,FALLECIDO,,EN EL LUGAR DE LOS HECHOS,IDENTIFICADO,,20,MASCULINO,SE DESCONOCE,NO CONDUCTOR,NO CONDUCTOR,,NO SE REALIZO,,MOTOCICLETA,26/03/2021,2021,MARZO,VIERNES,19,CHOQUE,N/I,N/I,CARRETERA NACIONAL,PE-30C,NACIONAL
A-2021-03-203,V-2021-03-203-2,P-2021-03-203-2-1,MADRE DE DIOS,TAMBOPATA,LAS PIEDRAS,CONDUCTOR,ILESO,,,IDENTIFICADO,,30,MASCULINO,SE DESCONOCE,VIGENTE,A III B,,NO SE REALIZO,,REMOLCADOR,26/03/2021,2021,MARZO,VIERNES,19,CHOQUE,N/I,N/I,CARRETERA NACIONAL,PE-30C,NACIONAL
A-2021-03-232,V-2021-03-232-1,P-2021-03-232-1-1,LA LIBERTAD,ASCOPE,CHICAMA,CONDUCTOR FUGADO,NO SE CONOCE,,,NO IDENTIFICADO,,NO INDICA,NO INDICA,SE DESCONOCE,FUGADO,FUGADO,,NO SE REALIZO,,VEHICULO NO IDENTIFICADO,27/03/2021,2021,MARZO,SÁBADO,21,ATROPELLO FUGA,NO IDENTIFICA LA CAUSA,N/I,CARRETERA NACIONAL,PE-1N,NACIONAL
A-2021-03-24,V-2021-03-24-1,P-2021-03-24-1-1,AREQUIPA,AREQUIPA,AREQUIPA,CONDUCTOR,FALLECIDO,,EN EL CENTRO DE SALUD,IDENTIFICADO,,23,MASCULINO,NO,RETENIDA,A I,,NO SE REALIZO,,MOTOCICLETA,06/03/2021,2021,MARZO,SÁBADO,17,DESPISTE,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD,AVENIDA,NO CORRESPONDE,URBANO
A-2021-03-266,V-2021-03-266-1,P-2021-03-266-1-10,LAMBAYEQUE,CHICLAYO,LAGUNAS,PASAJERO,LESIONADO,,,IDENTIFICADO,PERÚ,21,FEMENINO,SE DESCONOCE,NO CONDUCTOR,NO CONDUCTOR,,NO SE REALIZO,,MINIBUS,23/03/2021,2021,MARZO,MARTES,17,CHOQUE,NO IDENTIFICA LA CAUSA,N/I,CARRETERA NACIONAL,PE-1N,NACIONAL
A-2021-03-266,V-2021-03-266-1,P-2021-03-266-1-9,LAMBAYEQUE,CHICLAYO,LAGUNAS,PASAJERO,LESIONADO,,,IDENTIFICADO,PERÚ,21,FEMENINO,SE DESCONOCE,NO CONDUCTOR,NO CONDUCTOR,,NO SE REALIZO,,MINIBUS,23/03/2021,2021,MARZO,MARTES,17,CHOQUE,NO IDENTIFICA LA CAUSA,N/I,CARRETERA NACIONAL,PE-1N,NACIONAL
A-2021-03-271,V-2021-03-271-2,P-2021-03-271-2-1,LAMBAYEQUE,CHICLAYO,CHICLAYO,CONDUCTOR FUGADO,NO SE CONOCE,,,NO IDENTIFICADO,,NO INDICA,MASCULINO,SE DESCONOCE,FUGADO,FUGADO,,NO SE REALIZO,,MOTOCICLETA,25/03/2021,2021,MARZO,JUEVES,19,CHOQUE,NO IDENTIFICA LA CAUSA,N/I,OTRO,NO CORRESPONDE,URBANO
A-2021-03-273,V-2021-03-273-1,P-2021-03-273-1-2,HUANCAVELICA,HUAYTARA,PILPICHACA,OCUPANTE,LESIONADO,,,IDENTIFICADO,,21,MASCULINO,SE DESCONOCE,NO CONDUCTOR,NO CONDUCTOR,,NO SE REALIZO,,REMOLCADOR-SEMIREMOLQUE,02/03/2021,2021,MARZO,MARTES,2,DESPISTE,IMPRUDENCIA DEL CONDUCTOR,FATIGA Y/O CANSANCIO,CARRETERA NACIONAL,PE-28A,NACIONAL
A-2021-03-303,V-2021-03-303-1,P-2021-03-303-1-1,CAJAMARCA,JAEN,JAEN,CONDUCTOR,NO SE CONOCE,,,NO IDENTIFICADO,,NO INDICA,NO INDICA,SE DESCONOCE,SIN DNI IDENTIFICADO,SIN DNI IDENTIFICADO,,NO SE REALIZO,,TRIMOTO PASAJERO,21/03/2021,2021,MARZO,DOMINGO,14,CHOQUE FUGA,NO IDENTIFICA LA CAUSA,N/I,CARRETERA NACIONAL,PE-5N,NACIONAL
A-2021-03-305,V-2021-03-305-1,P-2021-03-305-1-1,PIURA,SULLANA,MARCAVELICA,CONDUCTOR,FALLECIDO,,,IDENTIFICADO,,45,MASCULINO,SE DESCONOCE,SIN LICENCIA,SIN LICENCIA,,NO SE REALIZO,,MOTOCICLETA,08/03/2021,2021,MARZO,LUNES,6,CHOQUE CON OBJETO FIJO,N/I,N/I,CARRETERA NACIONAL,PE-1N,NACIONAL
A-2021-03-306,V-2021-03-306-1,P-2021-03-306-1-1,PIURA,TALARA,PARIÑAS,CONDUCTOR,FALLECIDO,,,IDENTIFICADO,,32,MASCULINO,SE DESCONOCE,SIN LICENCIA,SIN LICENCIA,,NO SE REALIZO,,MOTOCICLETA,10/03/2021,2021,MARZO,MIÉRCOLES,5,CHOQUE CON OBJETO FIJO,INFRAESTRUCTURA Y ENTORNO VIAL,OTRO (INFRAESTRUCTURA Y ENTORNO VIAL),CARRETERA NACIONAL,PE-1N,NACIONAL
A-2021-03-307,V-2021-03-307-1,P-2021-03-307-1-1,PIURA,PIURA,TAMBO GRANDE,CONDUCTOR,ILESO,,,IDENTIFICADO,,41,MASCULINO,SI,VIGENTE,A I,,NO SE REALIZO,,CAMIONETA PICK UP,19/03/2021,2021,MARZO,VIERNES,9,CHOQUE,N/I,N/I,CARRETERA NACIONAL,PE-1NL,NACIONAL
A-2021-03-307,V-2021-03-307-2,P-2021-03-307-2-1,PIURA,PIURA,TAMBO GRANDE,CONDUCTOR,FALLECIDO,,,IDENTIFICADO,,26,MASCULINO,SE DESCONOCE,VIGENTE,B,,NO SE REALIZO,,MOTOCICLETA,19/03/2021,2021,MARZO,VIERNES,9,CHOQUE,N/I,N/I,CARRETERA NACIONAL,PE-1NL,NACIONAL
A-2021-03-320,V-2021-03-320-2,P-2021-03-320-2-1,LAMBAYEQUE,FERREÑAFE,FERREÑAFE,CONDUCTOR FUGADO,NO SE CONOCE,,,NO IDENTIFICADO,,NO INDICA,NO INDICA,SE DESCONOCE,FUGADO,FUGADO,,NO SE REALIZO,,VEHICULO NO IDENTIFICADO,13/03/2021,2021,MARZO,SÁBADO,21,CHOQUE FUGA,NO IDENTIFICA LA CAUSA,N/I,CARRETERA VECINAL,LA-712,VECINAL
A-2021-03-334,V-2021-03-334-1,P-2021-03-334-1-1,PIURA,HUANCABAMBA,HUARMACA,CONDUCTOR,FALLECIDO,,EN EL LUGAR DE LOS HECHOS,IDENTIFICADO,,43,MASCULINO,NO,SIN LICENCIA,SIN LICENCIA,,NO SE REALIZO,,CAMIONETA PICK UP,15/03/2021,2021,MARZO,LUNES,7,DESPISTE,N/I,N/I,CARRETERA SIN CLASIFICAR,SIN CLASIFICAR,SIN CLASIFICAR
A-2021-03-335,V-2021-03-335-1,P-2021-03-335-1-1,UCAYALI,CORONEL PORTILLO,MANANTAY,CONDUCTOR,LESIONADO,,,IDENTIFICADO,,20,MASCULINO,SE DESCONOCE,VIGENTE,B,,NO SE REALIZO,,MOTOCICLETA,06/03/2021,2021,MARZO,SÁBADO,19,ATROPELLO,N/I,N/I,AVENIDA,NO CORRESPONDE,URBANO
A-2021-03-350,V-2021-03-350-2,P-2021-03-350-2-1,PIURA,PIURA,CASTILLA,CONDUCTOR FUGADO,NO SE CONOCE,,,NO IDENTIFICADO,,NO INDICA,NO INDICA,SE DESCONOCE,FUGADO,FUGADO,,NO SE REALIZO,,VEHICULO NO IDENTIFICADO,28/03/2021,2021,MARZO,DOMINGO,23,CHOQUE FUGA,NO IDENTIFICA LA CAUSA,N/I,CARRETERA NACIONAL,PE-1NJ,NACIONAL
A-2021-03-353,V-2021-03-353-1,P-2021-03-353-1-1,LIMA,LIMA,LURIGANCHO,CONDUCTOR,ILESO,,,IDENTIFICADO,,51,MASCULINO,SE DESCONOCE,SIN DNI IDENTIFICADO,SIN DNI IDENTIFICADO,,NO SE REALIZO,,REMOLCADOR-SEMIREMOLQUE,24/03/2021,2021,MARZO,MIÉRCOLES,14,ATROPELLO,NO IDENTIFICA LA CAUSA,N/I,AVENIDA,NO CORRESPONDE,URBANO
A-2021-03-353,V-2021-03-353-1,P-2021-03-353-1-2,LIMA,LIMA,LURIGANCHO,PEATÓN,FALLECIDO,,EN EL CENTRO DE SALUD,IDENTIFICADO,,80,MASCULINO,SE DESCONOCE,NO CONDUCTOR,NO CONDUCTOR,,NO SE REALIZO,,REMOLCADOR-SEMIREMOLQUE,24/03/2021,2021,MARZO,MIÉRCOLES,14,ATROPELLO,NO IDENTIFICA LA CAUSA,N/I,AVENIDA,NO CORRESPONDE,URBANO
A-2021-03-355,V-2021-03-355-2,P-2021-03-355-2-1,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,CONDUCTOR,FALLECIDO,,EN EL CENTRO DE SALUD,IDENTIFICADO,,28,MASCULINO,SI,VIGENTE,B I,,NEGATIVO,SI,MOTOCICLETA,26/03/2021,2021,MARZO,VIERNES,22,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,OTRO (IMPRUDENCIA DEL CONDUCTOR),AVENIDA,NO CORRESPONDE,URBANO
A-2021-03-356,V-2021-03-356-1,P-2021-03-356-1-1,LIMA,LIMA,VILLA EL SALVADOR,CONDUCTOR,ILESO,,,IDENTIFICADO,,41,MASCULINO,SE DESCONOCE,VIGENTE,A I,,NO SE REALIZO,,AUTOMÓVIL,27/03/2021,2021,MARZO,SÁBADO,17,CHOQUE,NO IDENTIFICA LA CAUSA,N/I,CARRETERA NACIONAL,PE-1S,NACIONAL
A-2021-03-356,V-2021-03-356-1,P-2021-03-356-1-2,LIMA,LIMA,VILLA EL SALVADOR,OCUPANTE,LESIONADO,CENTRO DE SALUD PÚBLICO,,NO IDENTIFICADO,,NO INDICA,MASCULINO,SE DESCONOCE,NO CONDUCTOR,NO CONDUCTOR,,NO SE REALIZO,,AUTOMÓVIL,27/03/2021,2021,MARZO,SÁBADO,17,CHOQUE,NO IDENTIFICA LA CAUSA,N/I,CARRETERA NACIONAL,PE-1S,NACIONAL
A-2021-03-356,V-2021-03-356-1,P-2021-03-356-1-3,LIMA,LIMA,VILLA EL SALVADOR,OCUPANTE,LESIONADO,CENTRO DE SALUD PÚBLICO,,NO IDENTIFICADO,PERÚ,NO INDICA,MASCULINO,SE DESCONOCE,NO CONDUCTOR,NO CONDUCTOR,,NO SE REALIZO,,AUTOMÓVIL,27/03/2021,2021,MARZO,SÁBADO,17,CHOQUE,NO IDENTIFICA LA CAUSA,N/I,CARRETERA NACIONAL,PE-1S,NACIONAL
A-2021-03-356,V-2021-03-356-2,P-2021-03-356-2-1,LIMA,LIMA,VILLA EL SALVADOR,CONDUCTOR,FALLECIDO,,EN EL CENTRO DE SALUD,IDENTIFICADO,PERÚ,51,MASCULINO,SE DESCONOCE,VIGENTE,A I,,NO SE REALIZO,,CAMIONETA PICK UP,27/03/2021,2021,MARZO,SÁBADO,17,CHOQUE,NO IDENTIFICA LA CAUSA,N/I,CARRETERA NACIONAL,PE-1S,NACIONAL
A-2021-03-357,V-2021-03-357-1,P-2021-03-357-1-1,LIMA,LIMA,VILLA EL SALVADOR,CONDUCTOR,FALLECIDO,,EN EL CENTRO DE SALUD,IDENTIFICADO,PERÚ,22,MASCULINO,SE DESCONOCE,SIN LICENCIA,SIN LICENCIA,,NO SE REALIZO,SI,MOTOCICLETA,29/03/2021,2021,MARZO,LUNES,5,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,OTRO (IMPRUDENCIA DEL CONDUCTOR),AVENIDA,NO CORRESPONDE,URBANO
A-2021-03-357,V-2021-03-357-2,P-2021-03-357-2-1,LIMA,LIMA,VILLA EL SALVADOR,CONDUCTOR,ILESO,,,IDENTIFICADO,PERÚ,44,MASCULINO,SI,VIGENTE,A II A,,NO SE REALIZO,SI,STATION WAGON,29/03/2021,2021,MARZO,LUNES,5,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,OTRO (IMPRUDENCIA DEL CONDUCTOR),AVENIDA,NO CORRESPONDE,URBANO
A-2021-03-357,V-2021-03-357-2,P-2021-03-357-2-2,LIMA,LIMA,VILLA EL SALVADOR,PASAJERO,LESIONADO,CENTRO DE SALUD PÚBLICO,,NO IDENTIFICADO,,NO INDICA,FEMENINO,SE DESCONOCE,NO CONDUCTOR,NO CONDUCTOR,,NO SE REALIZO,,STATION WAGON,29/03/2021,2021,MARZO,LUNES,5,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,OTRO (IMPRUDENCIA DEL CONDUCTOR),AVENIDA,NO CORRESPONDE,URBANO
A-2021-03-357,V-2021-03-357-2,P-2021-03-357-2-3,LIMA,LIMA,VILLA EL SALVADOR,PASAJERO,LESIONADO,CENTRO DE SALUD PÚBLICO,,IDENTIFICADO,,46,FEMENINO,SE DESCONOCE,NO CONDUCTOR,NO CONDUCTOR,,NO SE REALIZO,,STATION WAGON,29/03/2021,2021,MARZO,LUNES,5,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,OTRO (IMPRUDENCIA DEL CONDUCTOR),AVENIDA,NO CORRESPONDE,URBANO
A-2021-03-358,V-2021-03-358-1,P-2021-03-358-1-1,LIMA,LIMA,CHORRILLOS,CONDUCTOR,ILESO,,,NO IDENTIFICADO,,NO INDICA,MASCULINO,SE DESCONOCE,SIN DNI IDENTIFICADO,SIN DNI IDENTIFICADO,,NO SE REALIZO,SI,ÓMNIBUS,29/03/2021,2021,MARZO,LUNES,7,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD,AVENIDA,NO CORRESPONDE,URBANO
A-2021-03-358,V-2021-03-358-2,P-2021-03-358-2-1,LIMA,LIMA,CHORRILLOS,CONDUCTOR,ILESO,,,NO IDENTIFICADO,,NO INDICA,MASCULINO,SE DESCONOCE,VIGENTE,A I,,NO SE REALIZO,SI,AUTOMÓVIL,29/03/2021,2021,MARZO,LUNES,7,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD,AVENIDA,NO CORRESPONDE,URBANO
