CODIGO_SINIESTRO,CODIGO_VEHICULO,DEPARTAMENTO,PROVINCIA,DISTRITO,SITUACION_VEHICULO,ESTADO_MODALIDAD,MODALIDAD_DE_TRANSPORTE,ELEMENTO_TRANSPORTADO,AMBITO_SERVICIO,POSEE_SEGURO,ESTADO_SOAT,TIPO_SEGURO,COMPANIA_SEGURO,POSEE_CITV,ESTADO_CITV,LUGAR_IMPACTO_VEHICULO,VEHICULO,TIPO_SINIESTRO,FECHA,ANO,MES,DIA,HORA,CODIGO_DE_CARRETERA,TIPO_DE_VIA
A-2021-01-238,V-2021-01-238-1,CUSCO,PARURO,COLCHA,IDENTIFICADO,HABILITADO,PARTICULAR,PERSONAS,NO SE CONOCE,,VIGENTE,,LA POSITIVA,,VIGENTE,FRONTAL-CENTRO,CAMIONETA PICK UP,DESPISTE,14/01/2021,2021,ENERO,JUEVES,22,CU-117,CARRETERA
A-2021-01-239,V-2021-01-239-1,AREQUIPA,AREQUIPA,JOSE LUIS BUSTAMANTE Y RIVERO,IDENTIFICADO,NO CORRESPONDE,PARTICULAR,,,,NO REGISTRA,,,,NO APLICA,,MOTOCICLETA,DESPISTE,26/01/2021,2021,ENERO,MARTES,21,NO CORRESPONDE,AVENIDA
A-2021-01-240,V-2021-01-240-1,PUNO,SAN ROMAN,SAN MIGUEL,IDENTIFICADO,NO CORRESPONDE,PARTICULAR,,,,NO REGISTRA,,,,VIGENTE,,CAMIONETA RURAL,CHOQUE,18/01/2021,2021,ENERO,LUNES,13,PE-3S,CARRETERA
A-2021-01-240,V-2021-01-240-2,PUNO,SAN ROMAN,SAN MIGUEL,IDENTIFICADO,HABILITADO,PUBLICO URBANO,,,,VIGENTE,,OTROS,,NO REGISTRA,,CAMIONETA RURAL,CHOQUE,18/01/2021,2021,ENERO,LUNES,13,PE-3S,CARRETERA
A-2021-01-241,V-2021-01-241-1,JUNIN,JAUJA,PARCO,IDENTIFICADO,NO CORRESPONDE,PARTICULAR,,,,VIGENTE,,RIMAC,,VIGENTE,,AUTOMÓVIL,ATROPELLO,19/01/2021,2021,ENERO,MARTES,7,PE-3S,CARRETERA
A-2021-01-242,V-2021-01-242-1,MOQUEGUA,MARISCAL NIETO,MOQUEGUA,IDENTIFICADO,HABILITADO,PUBLICO URBANO,,,,VIGENTE,,LA POSITIVA,,VIGENTE,,CAMIONETA RURAL,ATROPELLO,26/01/2021,2021,ENERO,MARTES,19,PE-36A,CARRETERA
A-2021-01-243,V-2021-01-243-1,SAN MARTIN,SAN MARTIN,TARAPOTO,IDENTIFICADO,HABILITADO,PARTICULAR,,,,VIGENTE,,LA POSITIVA,,VIGENTE,,AUTOMÓVIL,CHOQUE,27/01/2021,2021,ENERO,MIÉRCOLES,14,NO CORRESPONDE,JIRÓN
A-2021-01-243,V-2021-01-243-2,SAN MARTIN,SAN MARTIN,TARAPOTO,IDENTIFICADO,NO CORRESPONDE,PARTICULAR,,,,VIGENTE,,OTROS,,NO REGISTRA,,TRIMOTO PASAJERO,CHOQUE,27/01/2021,2021,ENERO,MIÉRCOLES,14,NO CORRESPONDE,JIRÓN
A-2021-01-244,V-2021-01-244-1,HUANCAVELICA,HUAYTARA,OCOYO,IDENTIFICADO,HABILITADO,PARTICULAR,,,,VIGENTE,,MAPFRE,,NO APLICA,,CAMIONETA PICK UP,VOLCADURA,23/01/2021,2021,ENERO,SÁBADO,19,HV-121,CARRETERA
A-2021-01-245,V-2021-01-245-1,JUNIN,JAUJA,LLOCLLAPAMPA,IDENTIFICADO,HABILITADO,AUTO COLECTIVO,,,,VENCIDO,,OTROS,,VIGENTE,,STATION WAGON,CHOQUE,16/01/2021,2021,ENERO,SÁBADO,12,PE-3S,CARRETERA
A-2021-01-245,V-2021-01-245-2,JUNIN,JAUJA,LLOCLLAPAMPA,IDENTIFICADO,NO CORRESPONDE,PARTICULAR,,,,VIGENTE,,LA POSITIVA,,VIGENTE,,AUTOMÓVIL,CHOQUE,16/01/2021,2021,ENERO,SÁBADO,12,PE-3S,CARRETERA
A-2021-01-246,V-2021-01-246-1,HUANCAVELICA,CHURCAMPA,PAUCARBAMBA,IDENTIFICADO,NO CORRESPONDE,PARTICULAR,,,,VIGENTE,,OTROS,,NO REGISTRA,,MOTOCICLETA,CHOQUE,22/01/2021,2021,ENERO,VIERNES,16,HV-103,CARRETERA
A-2021-01-246,V-2021-01-246-2,HUANCAVELICA,CHURCAMPA,PAUCARBAMBA,IDENTIFICADO,NO CORRESPONDE,CARGA,,,,VIGENTE,,LA POSITIVA,,NO REGISTRA,,CAMIÓN,CHOQUE,22/01/2021,2021,ENERO,VIERNES,16,HV-103,CARRETERA
A-2021-01-247,V-2021-01-247-1,LIMA,HUAURA,HUACHO,FUGADO,,,,,,,,,,,,VEHICULO NO IDENTIFICADO,ATROPELLO FUGA,30/01/2021,2021,ENERO,SÁBADO,4,PE-1N,CARRETERA
A-2021-01-248,V-2021-01-248-1,LIMA,LIMA,PACHACAMAC,IDENTIFICADO,NO CORRESPONDE,SERVICIO ESPECIAL DE PASAJEROS,,,,NO REGISTRA,,,,NO REGISTRA,,TRIMOTO PASAJERO,DESPISTE,01/01/2021,2021,ENERO,VIERNES,5,NO CORRESPONDE,AVENIDA
A-2021-01-25,V-2021-01-25-1,LIMA,BARRANCA,SUPE,FUGADO,,,,,,,,,,,,VEHICULO NO IDENTIFICADO,ATROPELLO FUGA,05/01/2021,2021,ENERO,MARTES,23,PE-1N,CARRETERA
A-2021-01-254,V-2021-01-254-1,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,IDENTIFICADO,NO CORRESPONDE,PARTICULAR,,,,VIGENTE,,LA POSITIVA,,NO REGISTRA,,MOTOCICLETA,ATROPELLO,01/01/2021,2021,ENERO,VIERNES,14,NO CORRESPONDE,AVENIDA
A-2021-01-258,V-2021-01-258-1,LIMA,LIMA,VILLA EL SALVADOR,FUGADO,NO CORRESPONDE,OTRO,,,,NO APLICA,,NO APLICA,,NO APLICA,,VEHICULO NO IDENTIFICADO,ATROPELLO FUGA,03/01/2021,2021,ENERO,DOMINGO,0,PE-1S,CARRETERA
A-2021-01-260,V-2021-01-260-1,LIMA,LIMA,ATE,IDENTIFICADO,NO CORRESPONDE,PARTICULAR,,,,VIGENTE,,LA POSITIVA,,NO REGISTRA,,MOTOCICLETA,ATROPELLO,04/01/2021,2021,ENERO,LUNES,1,NO CORRESPONDE,AVENIDA
A-2021-01-26,V-2021-01-26-1,JUNIN,YAULI,MOROCOCHA,IDENTIFICADO,HABILITADO,ESCOLAR,PERSONAS,NO SE CONOCE,,VIGENTE,,RIMAC,,NO REGISTRA,FRONTAL-IZQUIERDA,CAMIONETA RURAL,CHOQUE,02/01/2021,2021,ENERO,SÁBADO,9,PE-22,CARRETERA
A-2021-01-26,V-2021-01-26-2,JUNIN,YAULI,MOROCOCHA,IDENTIFICADO,HABILITADO,CARGA,,,,VIGENTE,,RIMAC,,VIGENTE,,CAMIÓN,CHOQUE,02/01/2021,2021,ENERO,SÁBADO,9,PE-22,CARRETERA
A-2021-01-262,V-2021-01-262-1,LIMA,LIMA,CHORRILLOS,IDENTIFICADO,HABILITADO,PARTICULAR,,,,VIGENTE,,PACIFICO,,VIGENTE,,AUTOMÓVIL,CHOQUE,06/01/2021,2021,ENERO,MIÉRCOLES,20,NO CORRESPONDE,AVENIDA
A-2021-01-262,V-2021-01-262-2,LIMA,LIMA,CHORRILLOS,IDENTIFICADO,NO CORRESPONDE,PARTICULAR,,,,VENCIDO,,OTROS,,NO REGISTRA,,MOTOCICLETA,CHOQUE,06/01/2021,2021,ENERO,MIÉRCOLES,20,NO CORRESPONDE,AVENIDA
A-2021-01-264,V-2021-01-264-1,LIMA,LIMA,SAN JUAN DE LURIGANCHO,IDENTIFICADO,NO CORRESPONDE,PARTICULAR,,,,NO REGISTRA,,,,NO REGISTRA,,SEMIREMOLQUE,DESPISTE,09/01/2021,2021,ENERO,SÁBADO,10,NO CORRESPONDE,AVENIDA
A-2021-01-265,V-2021-01-265-1,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,IDENTIFICADO,NO CORRESPONDE,PARTICULAR,,,,VIGENTE,,OTROS,,VIGENTE,,CAMIONETA RURAL,DESPISTE,11/01/2021,2021,ENERO,LUNES,9,NO CORRESPONDE,AVENIDA
A-2021-01-266,V-2021-01-266-1,LIMA,LIMA,SANTA ANITA,IDENTIFICADO,HABILITADO,PARTICULAR,,,,VIGENTE,,RIMAC,,VIGENTE,,CAMIONETA PICK UP,ATROPELLO,14/01/2021,2021,ENERO,JUEVES,6,NO CORRESPONDE,AVENIDA
A-2021-01-267,V-2021-01-267-1,LIMA,LIMA,LURIN,IDENTIFICADO,HABILITADO,PARTICULAR,,,,VIGENTE,,LA POSITIVA,,NO REGISTRA,,MOTOCICLETA,VOLCADURA,14/01/2021,2021,ENERO,JUEVES,1,NO CORRESPONDE,OTRO
A-2021-01-267,V-2021-01-267-2,LIMA,LIMA,LURIN,IDENTIFICADO,HABILITADO,PARTICULAR,,,,VIGENTE,,LA POSITIVA,,NO REGISTRA,,CAMIÓN,VOLCADURA,14/01/2021,2021,ENERO,JUEVES,1,NO CORRESPONDE,OTRO
A-2021-01-268,V-2021-01-268-1,PIURA,SECHURA,CRISTO NOS VALGA,IDENTIFICADO,NO CORRESPONDE,PARTICULAR,,,,VIGENTE,,MAPFRE,,NO REGISTRA,,AUTOMÓVIL,CHOQUE,28/01/2021,2021,ENERO,JUEVES,16,PE-1N,CARRETERA
A-2021-01-268,V-2021-01-268-2,PIURA,SECHURA,CRISTO NOS VALGA,IDENTIFICADO,NO CORRESPONDE,CARGA,CARGA Y/O MERCANCÍAS,PROVINCIAL,,VIGENTE,,RIMAC,,NO REGISTRA,,REMOLCADOR-SEMIREMOLQUE,CHOQUE,28/01/2021,2021,ENERO,JUEVES,16,PE-1N,CARRETERA
A-2021-01-269,V-2021-01-269-1,LIMA,LIMA,COMAS,IDENTIFICADO,NO CORRESPONDE,PARTICULAR,,,,VENCIDO,,LA POSITIVA,,NO REGISTRA,,MOTOCICLETA,DESPISTE,16/01/2021,2021,ENERO,SÁBADO,18,NO CORRESPONDE,AVENIDA
A-2021-01-270,V-2021-01-270-1,LIMA,LIMA,LURIGANCHO,IDENTIFICADO,HABILITADO,REGULAR(INTERPROVINCIAL),,,,VIGENTE,,RIMAC,,VIGENTE,,ÓMNIBUS,CHOQUE,19/01/2021,2021,ENERO,MARTES,9,NO CORRESPONDE,AVENIDA
A-2021-01-270,V-2021-01-270-2,LIMA,LIMA,LURIGANCHO,IDENTIFICADO,HABILITADO,PARTICULAR,,,,VIGENTE,,LA POSITIVA,,VIGENTE,,CAMIÓN,CHOQUE,19/01/2021,2021,ENERO,MARTES,9,NO CORRESPONDE,AVENIDA
A-2021-01-27,V-2021-01-27-1,PIURA,HUANCABAMBA,SONDORILLO,IDENTIFICADO,NO CORRESPONDE,PARTICULAR,PERSONAS,NO SE CONOCE,,VIGENTE,,PACIFICO,,NO APLICA,,CAMIONETA RURAL,ATROPELLO FUGA,04/01/2021,2021,ENERO,LUNES,4,PI-897,CARRETERA
A-2021-01-271,V-2021-01-271-1,LIMA,LIMA,LOS OLIVOS,IDENTIFICADO,NO CORRESPONDE,PARTICULAR,,,,VIGENTE,,LA POSITIVA,,NO REGISTRA,,MOTOCICLETA,ATROPELLO,23/01/2021,2021,ENERO,SÁBADO,13,NO CORRESPONDE,AVENIDA
A-2021-01-272,V-2021-01-272-1,LIMA,LIMA,PUENTE PIEDRA,IDENTIFICADO,HABILITADO,CARGA,,,,VIGENTE,,PACIFICO,,VIGENTE,,REMOLCADOR-SEMIREMOLQUE,ATROPELLO,23/01/2021,2021,ENERO,SÁBADO,17,PE-1N,CARRETERA
A-2021-01-273,V-2021-01-273-1,LIMA,LIMA,SAN MARTIN DE PORRES,FUGADO,NO CORRESPONDE,OTRO,,,,NO APLICA,,NO APLICA,,NO APLICA,,VEHICULO NO IDENTIFICADO,ATROPELLO FUGA,25/01/2021,2021,ENERO,LUNES,8,NO CORRESPONDE,AVENIDA
A-2021-01-274,V-2021-01-274-1,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,IDENTIFICADO,NO CORRESPONDE,PARTICULAR,,,,VIGENTE,,RIMAC,,VIGENTE,,CAMIONETA PICK UP,CHOQUE,25/01/2021,2021,ENERO,LUNES,11,NO CORRESPONDE,AVENIDA
A-2021-01-274,V-2021-01-274-2,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,IDENTIFICADO,NO CORRESPONDE,SERVICIO ESPECIAL DE PASAJEROS,,,,NO REGISTRA,,,,NO REGISTRA,,TRIMOTO PASAJERO,CHOQUE,25/01/2021,2021,ENERO,LUNES,11,NO CORRESPONDE,AVENIDA
A-2021-01-277,V-2021-01-277-1,HUANUCO,LEONCIO PRADO,SANTO DOMINGO DE ANDA,IDENTIFICADO,NO CORRESPONDE,PARTICULAR,PERSONAS,NO SE CONOCE,,VIGENTE,,LA POSITIVA,,NO APLICA,FRONTAL-DERECHA,TRIMOTO PASAJERO,CHOQUE,31/01/2021,2021,ENERO,DOMINGO,21,PE-5N,CARRETERA
A-2021-01-277,V-2021-01-277-2,HUANUCO,LEONCIO PRADO,SANTO DOMINGO DE ANDA,IDENTIFICADO,NO CORRESPONDE,PARTICULAR,PERSONAS,NO SE CONOCE,,NO REGISTRA,,,,NO APLICA,,MOTOCICLETA,CHOQUE,31/01/2021,2021,ENERO,DOMINGO,21,PE-5N,CARRETERA
A-2021-01-278,V-2021-01-278-1,AREQUIPA,AREQUIPA,UCHUMAYO,IDENTIFICADO,NO CORRESPONDE,PARTICULAR,PERSONAS,NO SE CONOCE,,VIGENTE,,LA POSITIVA,,NO APLICA,CENTRO-DERECHA,CAMIONETA PICK UP,DESPISTE,30/01/2021,2021,ENERO,SÁBADO,13,PE-34A,CARRETERA
A-2021-01-279,V-2021-01-279-1,LAMBAYEQUE,CHICLAYO,LAGUNAS,IDENTIFICADO,HABILITADO,CARGA,CARGA Y/O MERCANCÍAS,NO SE CONOCE,,VIGENTE,,OTROS,,VIGENTE,FRONTAL-DERECHA,REMOLCADOR-SEMIREMOLQUE,CHOQUE,27/01/2021,2021,ENERO,MIÉRCOLES,16,PE-1N,CARRETERA
A-2021-01-279,V-2021-01-279-2,LAMBAYEQUE,CHICLAYO,LAGUNAS,IDENTIFICADO,NO CORRESPONDE,PARTICULAR,PERSONAS,NO SE CONOCE,,VIGENTE,,OTROS,,VIGENTE,,MOTOCICLETA,CHOQUE,27/01/2021,2021,ENERO,MIÉRCOLES,16,PE-1N,CARRETERA
A-2021-01-282,V-2021-01-282-1,LIMA,LIMA,COMAS,IDENTIFICADO,HABILITADO,PARTICULAR,,,,VIGENTE,,LA POSITIVA,,VIGENTE,,CAMIÓN,CHOQUE FUGA,28/01/2021,2021,ENERO,JUEVES,5,PE-1N,CARRETERA
A-2021-01-282,V-2021-01-282-2,LIMA,LIMA,COMAS,FUGADO,NO HABILITADO,OTRO,,,,NO APLICA,,NO APLICA,,NO APLICA,,VEHICULO NO IDENTIFICADO,CHOQUE FUGA,28/01/2021,2021,ENERO,JUEVES,5,PE-1N,CARRETERA
A-2021-01-283,V-2021-01-283-1,PUNO,SANDIA,SANDIA,IDENTIFICADO,HABILITADO,PARTICULAR,,,,VIGENTE,,LA POSITIVA,,NO REGISTRA,,CAMIONETA PICK UP,ESPECIAL,18/01/2021,2021,ENERO,LUNES,12,NO CORRESPONDE,OTRO
A-2021-01-284,V-2021-01-284-1,LIMA,LIMA,CARABAYLLO,IDENTIFICADO,HABILITADO,PARTICULAR,,,,VIGENTE,,LA POSITIVA,,VIGENTE,,CAMIÓN,CHOQUE,28/01/2021,2021,ENERO,JUEVES,17,NO CORRESPONDE,AVENIDA
A-2021-01-284,V-2021-01-284-2,LIMA,LIMA,CARABAYLLO,IDENTIFICADO,HABILITADO,PARTICULAR,,,,NO APLICA,,NO APLICA,,NO APLICA,,BICICLETA,CHOQUE,28/01/2021,2021,ENERO,JUEVES,17,NO CORRESPONDE,AVENIDA
A-2021-01-285,V-2021-01-285-1,LA LIBERTAD,SANCHEZ CARRION,HUAMACHUCO,IDENTIFICADO,NO CORRESPONDE,PARTICULAR,,,,VENCIDO,,OTROS,,NO REGISTRA,,CAMIONETA RURAL,ATROPELLO,30/01/2021,2021,ENERO,SÁBADO,5,PE-3N,CARRETERA
A-2021-01-287,V-2021-01-287-1,PUNO,SAN ANTONIO DE PUTINA,QUILCAPUNCU,IDENTIFICADO,HABILITADO,PARTICULAR,,,,NO REGISTRA,,,,NO REGISTRA,,AUTOMÓVIL,CHOQUE,23/01/2021,2021,ENERO,SÁBADO,7,PE-34H,CARRETERA
A-2021-01-287,V-2021-01-287-2,PUNO,SAN ANTONIO DE PUTINA,QUILCAPUNCU,IDENTIFICADO,HABILITADO,PARTICULAR,,,,NO REGISTRA,,,,NO REGISTRA,,CAMIONETA RURAL,CHOQUE,23/01/2021,2021,ENERO,SÁBADO,7,PE-34H,CARRETERA
A-2021-01-288,V-2021-01-288-1,LIMA,LIMA,SAN JUAN DE LURIGANCHO,IDENTIFICADO,HABILITADO,PARTICULAR,,,,VIGENTE,,LA POSITIVA,,NO REGISTRA,,MOTOCICLETA,CHOQUE,29/01/2021,2021,ENERO,VIERNES,10,NO CORRESPONDE,AVENIDA
A-2021-01-288,V-2021-01-288-2,LIMA,LIMA,SAN JUAN DE LURIGANCHO,IDENTIFICADO,HABILITADO,PARTICULAR,,,,VIGENTE,,PACIFICO,,VIGENTE,,STATION WAGON,CHOQUE,29/01/2021,2021,ENERO,VIERNES,10,NO CORRESPONDE,AVENIDA
A-2021-01-290,V-2021-01-290-1,ANCASH,HUARAZ,PIRA,IDENTIFICADO,HABILITADO,PARTICULAR,PERSONAS,NO SE CONOCE,,VIGENTE,,OTROS,,VIGENTE,,AUTOMÓVIL,DESPISTE,29/01/2021,2021,ENERO,VIERNES,17,PE-14,CARRETERA
A-2021-01-29,V-2021-01-29-1,APURIMAC,AYMARAES,COTARUSE,IDENTIFICADO,HABILITADO,CARGA,CARGA Y/O MERCANCÍAS,NACIONAL,,VIGENTE,,LA POSITIVA,,VIGENTE,FRONTAL-DERECHA,REMOLCADOR,ATROPELLO,05/01/2021,2021,ENERO,MARTES,17,PE-30A,CARRETERA
A-2021-01-291,V-2021-01-291-1,CAJAMARCA,CAJAMARCA,COSPAN,IDENTIFICADO,NO CORRESPONDE,CARGA,,,,VIGENTE,,RIMAC,,VIGENTE,,CAMIÓN,DESPISTE,30/01/2021,2021,ENERO,SÁBADO,13,CA-106,CARRETERA
A-2021-01-292,V-2021-01-292-1,PUNO,SAN ROMAN,CABANILLAS,IDENTIFICADO,HABILITADO,PARTICULAR,PERSONAS,NO SE CONOCE,,VIGENTE,,PACIFICO,,NO REGISTRA,FRONTAL-CENTRO,AUTOMÓVIL,CHOQUE,29/01/2021,2021,ENERO,VIERNES,11,PE-34A,CARRETERA
A-2021-01-292,V-2021-01-292-2,PUNO,SAN ROMAN,CABANILLAS,IDENTIFICADO,HABILITADO,CARGA,PERSONAS,NO SE CONOCE,,VIGENTE,,OTROS,,NO REGISTRA,FRONTAL-IZQUIERDA,REMOLCADOR,CHOQUE,29/01/2021,2021,ENERO,VIERNES,11,PE-34A,CARRETERA
A-2021-01-293,V-2021-01-293-1,SAN MARTIN,LAMAS,TABALOSOS,IDENTIFICADO,NO CORRESPONDE,PARTICULAR,PERSONAS,NO SE CONOCE,,VIGENTE,,OTROS,,VIGENTE,,MOTOCICLETA,CHOQUE,30/01/2021,2021,ENERO,SÁBADO,5,PE-5N,CARRETERA
A-2021-01-293,V-2021-01-293-2,SAN MARTIN,LAMAS,TABALOSOS,IDENTIFICADO,HABILITADO,PARTICULAR,PERSONAS,NO SE CONOCE,,VIGENTE,,LA POSITIVA,,VIGENTE,POSTERIOR-IZQUIERDA,REMOLCADOR-SEMIREMOLQUE,CHOQUE,30/01/2021,2021,ENERO,SÁBADO,5,PE-5N,CARRETERA
A-2021-01-295,V-2021-01-295-1,ICA,ICA,PACHACUTEC,IDENTIFICADO,HABILITADO,PARTICULAR,,,,VIGENTE,,LA POSITIVA,,NO APLICA,,MOTOCICLETA,DESPISTE,30/01/2021,2021,ENERO,SÁBADO,17,IC-702,CARRETERA
A-2021-01-297,V-2021-01-297-1,CUSCO,ESPINAR,PALLPATA,IDENTIFICADO,HABILITADO,PARTICULAR,,,,VIGENTE,,LA POSITIVA,,VIGENTE,,CAMIONETA PICK UP,ATROPELLO,11/01/2021,2021,ENERO,LUNES,7,PE-3SG,CARRETERA
A-2021-01-298,V-2021-01-298-1,CUSCO,URUBAMBA,OLLANTAYTAMBO,IDENTIFICADO,HABILITADO,PARTICULAR,,,,NO REGISTRA,,,,NO APLICA,,MOTOCICLETA,CHOQUE,30/01/2021,2021,ENERO,SÁBADO,11,PE-28B,CARRETERA
A-2021-01-298,V-2021-01-298-2,CUSCO,URUBAMBA,OLLANTAYTAMBO,IDENTIFICADO,HABILITADO,PARTICULAR,,,,VIGENTE,,LA POSITIVA,,NO REGISTRA,,AUTOMÓVIL,CHOQUE,30/01/2021,2021,ENERO,SÁBADO,11,PE-28B,CARRETERA
A-2021-01-301,V-2021-01-301-1,JUNIN,CONCEPCION,CONCEPCION,IDENTIFICADO,NO CORRESPONDE,OTRO,CARGA Y/O MERCANCÍAS,NO SE CONOCE,,VIGENTE,,LA POSITIVA,,NO REGISTRA,FRONTAL-DERECHA,CAMIÓN,CHOQUE FUGA,23/01/2021,2021,ENERO,SÁBADO,6,PE-3S,CARRETERA
A-2021-01-301,V-2021-01-301-2,JUNIN,CONCEPCION,CONCEPCION,IDENTIFICADO,NO CORRESPONDE,PARTICULAR,CARGA Y/O MERCANCÍAS,NO SE CONOCE,,NO APLICA,,NO APLICA,,NO APLICA,POSTERIOR-CENTRO,OTRO,CHOQUE FUGA,23/01/2021,2021,ENERO,SÁBADO,6,PE-3S,CARRETERA
A-2021-01-305,V-2021-01-305-1,PIURA,MORROPON,CHULUCANAS,IDENTIFICADO,NO CORRESPONDE,PARTICULAR,,,,NO REGISTRA,,,,NO APLICA,,MOTOCICLETA,CHOQUE,31/01/2021,2021,ENERO,DOMINGO,19,PE-1NR,CARRETERA
A-2021-01-305,V-2021-01-305-2,PIURA,MORROPON,CHULUCANAS,IDENTIFICADO,NO CORRESPONDE,PARTICULAR,,,,NO REGISTRA,,,,NO APLICA,,MOTOCICLETA,CHOQUE,31/01/2021,2021,ENERO,DOMINGO,19,PE-1NR,CARRETERA
A-2021-01-306,V-2021-01-306-1,LAMBAYEQUE,CHICLAYO,CHICLAYO,IDENTIFICADO,NO CORRESPONDE,CARGA,,,,VIGENTE,,OTROS,,VIGENTE,,REMOLCADOR-SEMIREMOLQUE,CHOQUE,30/01/2021,2021,ENERO,SÁBADO,23,PE-1N,CARRETERA
A-2021-01-306,V-2021-01-306-2,LAMBAYEQUE,CHICLAYO,CHICLAYO,IDENTIFICADO,NO CORRESPONDE,PARTICULAR,,,,NO REGISTRA,,,,NO REGISTRA,,AUTOMÓVIL,CHOQUE,30/01/2021,2021,ENERO,SÁBADO,23,PE-1N,CARRETERA
A-2021-01-308,V-2021-01-308-1,JUNIN,JUNIN,CARHUAMAYO,IDENTIFICADO,HABILITADO,CARGA,,,,VIGENTE,,RIMAC,,VIGENTE,,CAMIÓN,ATROPELLO,21/01/2021,2021,ENERO,JUEVES,16,PE-3N,CARRETERA
A-2021-01-322,V-2021-01-322-1,PIURA,TALARA,MANCORA,IDENTIFICADO,HABILITADO,CARGA,CARGA Y/O MERCANCÍAS,NACIONAL,,VIGENTE,,RIMAC,,NO REGISTRA,,REMOLCADOR-SEMIREMOLQUE,ATROPELLO,16/01/2021,2021,ENERO,SÁBADO,15,PE-1N,CARRETERA
A-2021-01-323,V-2021-01-323-1,PIURA,SULLANA,SULLANA,IDENTIFICADO,HABILITADO,CARGA,,,,VIGENTE,,LA POSITIVA,,VIGENTE,,REMOLCADOR-SEMIREMOLQUE,ATROPELLO,21/01/2021,2021,ENERO,JUEVES,17,PE-1N,CARRETERA
A-2021-01-324,V-2021-01-324-1,PIURA,PAITA,PAITA,IDENTIFICADO,HABILITADO,PARTICULAR,PERSONAS,NO SE CONOCE,,VIGENTE,,LA POSITIVA,,VIGENTE,FRONTAL-IZQUIERDA,CAMIONETA RURAL,DESPISTE,30/01/2021,2021,ENERO,SÁBADO,9,PE-02,CARRETERA
A-2021-01-325,V-2021-01-325-1,PUNO,SAN ROMAN,CARACOTO,IDENTIFICADO,NO CORRESPONDE,PARTICULAR,,,,NO REGISTRA,,,,NO REGISTRA,,AUTOMÓVIL,ATROPELLO,29/01/2021,2021,ENERO,VIERNES,20,PE-3S,CARRETERA
A-2021-01-329,V-2021-01-329-1,JUNIN,YAULI,PACCHA,IDENTIFICADO,NO CORRESPONDE,PARTICULAR,,,,VIGENTE,,OTROS,,VIGENTE,,STATION WAGON,DESPISTE,27/01/2021,2021,ENERO,MIÉRCOLES,18,PE-3N,CARRETERA
A-2021-01-331,V-2021-01-331-1,LAMBAYEQUE,LAMBAYEQUE,OLMOS,IDENTIFICADO,NO CORRESPONDE,PARTICULAR,,,,VIGENTE,,OTROS,,NO APLICA,,MOTOCICLETA,ATROPELLO,19/01/2021,2021,ENERO,MARTES,10,PE-1NJ,CARRETERA
A-2021-01-332,V-2021-01-332-1,AREQUIPA,CAMANA,MARIANO NICOLAS VALCARCEL,IDENTIFICADO,NO CORRESPONDE,PARTICULAR,,,,VIGENTE,,LA POSITIVA,,NO REGISTRA,,TRIMOTO PASAJERO,CHOQUE,04/01/2021,2021,ENERO,LUNES,21,PE-1S,CARRETERA
A-2021-01-332,V-2021-01-332-2,AREQUIPA,CAMANA,MARIANO NICOLAS VALCARCEL,IDENTIFICADO,NO CORRESPONDE,PARTICULAR,,,,NO REGISTRA,,,,NO APLICA,,BICICLETA,CHOQUE,04/01/2021,2021,ENERO,LUNES,21,PE-1S,CARRETERA
A-2021-01-334,V-2021-01-334-1,ICA,PISCO,TUPAC AMARU INCA,FUGADO,,,,,,,,,,,,VEHICULO NO IDENTIFICADO,ATROPELLO FUGA,26/01/2021,2021,ENERO,MARTES,7,PE-1S,CARRETERA
A-2021-01-335,V-2021-01-335-1,AREQUIPA,CARAVELI,LOMAS,IDENTIFICADO,NO CORRESPONDE,PARTICULAR,PERSONAS,NO SE CONOCE,,VIGENTE,,LA POSITIVA,,NO REGISTRA,FRONTAL-DERECHA,AUTOMÓVIL,CHOQUE,09/01/2021,2021,ENERO,SÁBADO,6,PE-1S,CARRETERA
A-2021-01-335,V-2021-01-335-2,AREQUIPA,CARAVELI,LOMAS,IDENTIFICADO,NO CORRESPONDE,PARTICULAR,,,,VIGENTE,,LA POSITIVA,,VIGENTE,,CAMIONETA PICK UP,CHOQUE,09/01/2021,2021,ENERO,SÁBADO,6,PE-1S,CARRETERA
A-2021-01-337,V-2021-01-337-1,AREQUIPA,CAYLLOMA,MAJES,IDENTIFICADO,NO CORRESPONDE,PARTICULAR,,,,VIGENTE,,OTROS,,VIGENTE,,AUTOMÓVIL,DESPISTE,14/01/2021,2021,ENERO,JUEVES,0,PE-1S,CARRETERA
A-2021-01-338,V-2021-01-338-1,AREQUIPA,CAMANA,MARIANO NICOLAS VALCARCEL,IDENTIFICADO,NO HABILITADO,CARGA,,,,VIGENTE,,LA POSITIVA,,NO REGISTRA,,CAMIONETA PICK UP,ATROPELLO,18/01/2021,2021,ENERO,LUNES,10,NO CORRESPONDE,OTRO
