CÓDIGO SINIESTRO,FECHA SINIESTRO,HORA SINIESTRO,CLASE SINIESTRO,CANTIDAD DE FALLECIDOS,CANTIDAD DE LESIONADOS,CANTIDAD DE VEHICULOS DAÑADOS,DEPARTAMENTO,PROVINCIA,DISTRITO,ZONA,TIPO DE VÍA,RED VIAL,COD CARRETERA,EXISTE CICLOVÍA,COORDENADAS LATITUD,COORDENADAS  LONGITUD,CONDICIÓN CLIMÁTICA,ZONIFICACIÓN,CARACTERÍSTICAS DE VÍA,PERFIL LONGITUDINAL VÍA,SUPERFICIE DE CALZADA,¿EXISTE SEÑAL VERTICAL?,CLASIFICACIÓN DE LA SEÑAL VERTICAL Nº 1,CLASIFICACIÓN DE LA SEÑAL VERTICAL Nº 2,¿EXISTE SEÑAL HORIZONTAL?,CAUSA FACTOR PRINCIPAL,CAUSA ESPECÍFICA
A-2023-04-67,01/04/2023,18:00,CHOQUE FUGA,1,0,1,LA LIBERTAD,VIRU,VIRU,URBANA,CARRETERA,NACIONAL,PE-1N,NO,-8.432932,-78.771482,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,GIRAR IMPRUDENTEMENTE
A-2023-04-7,01/04/2023,19:20,ATROPELLO FUGA,1,0,1,AREQUIPA,AREQUIPA,LA JOYA,URBANA,CARRETERA,VECINAL,AR-722,NO,-16.4456089,-71.8256284,DESPEJADO,RESIDENCIAL,TRAMO RECTO,PLANA ,ASFALTADA,NO,,,SI,NO IDENTIFICA LA CAUSA,
A-2023-04-140,01/04/2023,20:50,ATROPELLO FUGA,1,1,,LIMA,LIMA,SURQUILLO,URBANA,AVENIDA,URBANO,NO CORRESPONDE,NO,-12.113598546581427,-76.99475546746805,DESPEJADO,RESIDENCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2023-04-139,01/04/2023,22:20,ATROPELLO,1,0,,LIMA,LIMA,LURIN,URBANA,CARRETERA,NACIONAL,PE-1S,NO,-12.285617,-76.874719,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL PEATÓN,CRUCE INDEBIDO POR LA CALZADA
A-2021-05-95,01/05/2021,00:55,ATROPELLO,1,0,1,LIMA,BARRANCA,BARRANCA,RURAL,CARRETERA,NACIONAL,PE-1N,SI,-10.738742225081932,-77.74812410503186,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL PEATÓN,ESTADO DE EBRIEDAD Y/O DROGADICCIÓN
A-2021-05-1,01/05/2021,04:45,ATROPELLO FUGA,1,0,,LA LIBERTAD,TRUJILLO,HUANCHACO,RURAL,CARRETERA,SIN CLASIFICAR,SIN CLASIFICAR,NO,-8.025953,-79.047857,DESPEJADO,INDUSTRIAL,CURVA,PLANA ,AFIRMADO,,,,,NO IDENTIFICA LA CAUSA,
A-2021-05-124,01/05/2021,05:30,CHOQUE FUGA,1,0,0,LIMA,LIMA,LURIGANCHO,URBANA,AVENIDA,URBANO,NO CORRESPONDE,NO,-11.930175,-76.69002,DESPEJADO,RESIDENCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,NO IDENTIFICA LA CAUSA,
A-2021-05-94,01/05/2021,11:20,CHOQUE,1,0,1,JUNIN,HUANCAYO,SICAYA,URBANA,CARRETERA,NACIONAL,PE-3SB,NO,-12.023939,-75.271322,SOLEADO,RESIDENCIAL,INTERSECCIÓN,PLANA ,ASFALTADA,SI,PREVENTIVA (P),,NO,,
A-2021-05-319,01/05/2021,15:25,ATROPELLO,1,0,,ANCASH,SANTA,NUEVO CHIMBOTE,URBANA,AVENIDA,URBANO,NO CORRESPONDE,NO,-9.124688512201416,-78.52870251604854,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,NO DAR PASO PREFERENTE AL PEATÓN
A-2021-05-123,01/05/2021,15:30,ATROPELLO,1,0,0,LIMA,LIMA,COMAS,URBANA,AVENIDA,URBANO,NO CORRESPONDE,NO,-11.962209,-77.054503,DESPEJADO,INDUSTRIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,NO IDENTIFICA LA CAUSA,
A-2021-05-70,01/05/2021,16:10,ATROPELLO,1,1,1,CUSCO,CALCA,LAMAY,RURAL,CARRETERA,NACIONAL,PE-28B,NO,-13.374216,-71.917709,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,NEGLIGENCIA DEL CONDUCTOR,OTRO (NEGLIGENCIA DEL CONDUCTOR)
A-2021-05-9,01/05/2021,16:10,DESPISTE,1,1,1,CAJAMARCA,CHOTA,CHOTA,RURAL,CARRETERA,NACIONAL,PE-3N,NO,-6.56770394,-78.64263126,DESPEJADO,RURAL,CURVA,INCLINADA,ASFALTADA,SI,PREVENTIVA (P),,SI,,
A-2021-05-10,01/05/2021,16:30,ATROPELLO,1,2,1,SAN MARTIN,MOYOBAMBA,SORITOR,RURAL,CARRETERA,SIN CLASIFICAR,SIN CLASIFICAR,NO,-6.225567,-77.134417,DESPEJADO,RURAL,CURVA,INCLINADA,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,OTRO (IMPRUDENCIA DEL CONDUCTOR)
A-2021-05-36,01/05/2021,18:45,ATROPELLO,1,0,1,PUNO,SAN ROMAN,JULIACA,RURAL,CARRETERA,NACIONAL,PE-3S,NO,-15.520048123968047,-70.12125770340364,NUBLADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,SI,REGULADORA (R),INFORMATIVA (I),SI,IMPRUDENCIA DEL PEATÓN,CRUCE INDEBIDO POR LA CALZADA
A-2021-05-2,01/05/2021,20:00,CHOQUE,1,0,2,ICA,PISCO,SAN CLEMENTE,URBANA,CARRETERA,NACIONAL,PE-28A,NO,-13.679986618506526,-76.14755565186188,DESPEJADO,COMERCIAL,INTERSECCIÓN,PLANA ,ASFALTADA,,,,,NO IDENTIFICA LA CAUSA,
A-2022-05-2,01/05/2022,02:10,DESPISTE,1,0,1,ICA,ICA,SUBTANJALLA,URBANA,CARRETERA,NACIONAL,PE-1S,NO,-14.014031,-75.763981,DESPEJADO,RESIDENCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,NO IDENTIFICA LA CAUSA,
A-2022-05-3,01/05/2022,05:15,ATROPELLO FUGA,1,0,,ICA,PISCO,TUPAC AMARU INCA,URBANA,CARRETERA,NACIONAL,PE-1S,NO,-13.709009,-76.152234,DESPEJADO,RESIDENCIAL,TRAMO RECTO,PLANA ,ASFALTADA,NO,,,SI,NO IDENTIFICA LA CAUSA,
A-2022-05-109,01/05/2022,05:30,CHOQUE FUGA,1,0,,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,RURAL,CARRETERA,NACIONAL,PE-1N,NO,-6.72289,-79.892609,NUBLADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,SI,REGULADORA (R),,NO,NO IDENTIFICA LA CAUSA,
A-2022-05-249,01/05/2022,05:50,ATROPELLO FUGA,1,0,1,LIMA,HUAURA,HUAURA,RURAL,CARRETERA,NACIONAL,PE-1N,NO,-11.0422,-77.58955,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,SI,REGULADORA (R),PREVENTIVA (P),NO,IMPRUDENCIA DEL PEATÓN,ESTADO DE EBRIEDAD Y/O DROGADICCIÓN
A-2022-05-143,01/05/2022,06:00,DESPISTE,1,0,1,CUSCO,QUISPICANCHI,LUCRE,RURAL,CARRETERA,NACIONAL,PE-3S,NO,-13.607601,-71.729269,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,SI,INFORMATIVA (I),,SI,NO IDENTIFICA LA CAUSA,
A-2022-05-64,01/05/2022,06:30,DESPISTE,1,1,1,HUANCAVELICA,ANGARAES,ANCHONGA,RURAL,CARRETERA,DEPARTAMENTAL,HV-107,NO,-12.891884,-74.681556,DESPEJADO,RURAL,TRAMO RECTO,INCLINADA,AFIRMADO,,,,,NO IDENTIFICA LA CAUSA,
A-2022-05-165,01/05/2022,06:50,DESPISTE,1,0,1,CUSCO,ESPINAR,ESPINAR,RURAL,CARRETERA,SIN CLASIFICAR,SIN CLASIFICAR,NO,-14.823329,-71.341451,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,NO IDENTIFICA LA CAUSA,
A-2022-05-68,01/05/2022,10:00,DESPISTE,1,0,0,APURIMAC,CHINCHEROS,ANCO_HUALLO,URBANA,CARRETERA,VECINAL,AP-522,NO,-13.529885,-73.674085,SOLEADO,COMERCIAL,INTERSECCIÓN,INCLINADA,ASFALTADA,,,,,NEGLIGENCIA DEL CONDUCTOR,CONDUCIR CON FALLAS DE FRENOS
A-2022-05-198,01/05/2022,14:00,CHOQUE,2,0,,ANCASH,HUARMEY,HUARMEY,RURAL,CARRETERA,NACIONAL,PE-1N,NO,-10.21200346185269,-78.04846020880257,DESPEJADO,RURAL,CURVA,PLANA ,ASFALTADA,,,,,NO IDENTIFICA LA CAUSA,
A-2022-05-17,01/05/2022,14:45,DESPISTE,2,3,1,HUANCAVELICA,ANGARAES,LIRCAY,RURAL,CARRETERA,VECINAL,LA-733,NO,-13.074455,-74.657114,DESPEJADO,RURAL,PASE A DESNIVEL,INCLINADA,AFIRMADO,,,,,NO IDENTIFICA LA CAUSA,
A-2022-05-222,01/05/2022,17:00,DESPISTE,1,3,,AYACUCHO,HUAMANGA,CHIARA,RURAL,CARRETERA,NACIONAL,PE-3S,NO,-13.34226175,-74.17256924,DESPEJADO,RURAL,CURVA,INCLINADA,TROCHA,SI,PREVENTIVA (P),,NO,NEGLIGENCIA DEL CONDUCTOR,OTRO (NEGLIGENCIA DEL CONDUCTOR)
A-2022-05-107,01/05/2022,18:30,CHOQUE,1,0,2,CAJAMARCA,CAJAMARCA,CAJAMARCA,URBANA,CARRETERA,NACIONAL,PE-3N,NO,-7.14752309,-78.52239026,DESPEJADO,COMERCIAL,OTRO,,ASFALTADA,,,,,NO IDENTIFICA LA CAUSA,
A-2022-05-6,01/05/2022,18:47,DESPISTE,1,0,1,PUNO,CHUCUITO,HUACULLANI,RURAL,CARRETERA,NACIONAL,PE-36A,NO,-16.61708505221071,-69.42479615457934,DESPEJADO,RURAL,CURVA,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,OTRO (IMPRUDENCIA DEL CONDUCTOR)
A-2022-05-10,01/05/2022,22:30,DESPISTE,2,0,1,AREQUIPA,ISLAY,DEAN VALDIVIA,RURAL,CARRETERA,NACIONAL,PE-1SD,NO,-17.144423,-71.829075,DESPEJADO,RURAL,CURVA,PLANA ,ASFALTADA,SI,REGULADORA (R),,SI,NO IDENTIFICA LA CAUSA,
A-2022-05-232,01/05/2022,22:59,ATROPELLO FUGA,1,0,1,JUNIN,HUANCAYO,VIQUES,RURAL,CARRETERA,NACIONAL,PE-3S,NO,-12.154393,-75.217452,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD
A-2023-05-159,01/05/2023,01:02,CHOQUE CON OBJETO FIJO,1,0,1,CAJAMARCA,JAEN,JAEN,URBANA,AVENIDA,URBANO,NO CORRESPONDE,NO,-5.702527,-78.80209,DESPEJADO,INDUSTRIAL,INTERSECCIÓN,INCLINADA,CONCRETO,,,,,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD
A-2023-05-55,01/05/2023,02:00,DESPISTE,1,0,1,LA LIBERTAD,OTUZCO,SALPO,RURAL,CARRETERA,NACIONAL,PE-10A,NO,-7.979006,-78.648122,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,GIRAR IMPRUDENTEMENTE
A-2023-05-2,01/05/2023,10:30,ATROPELLO,1,0,0,ICA,NASCA,NASCA,URBANA,CARRETERA,NACIONAL,PE-30A,NO,-14.8354178,-74.9246159,SOLEADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,SI,PREVENTIVA (P),PREVENTIVA (P),NO,IMPRUDENCIA DEL PEATÓN,CRUCE INDEBIDO POR LA CALZADA
A-2023-05-157,01/05/2023,16:31,ESPECIAL,1,0,1,CAJAMARCA,CAJAMARCA,CAJAMARCA,URBANA,PASAJE,URBANO,NO CORRESPONDE,NO,-7.1697739,-78.4930005,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,AFIRMADO,,,,,NO IDENTIFICA LA CAUSA,
A-2023-05-160,01/05/2023,17:30,CHOQUE,1,3,3,CAJAMARCA,SAN IGNACIO,SAN IGNACIO,RURAL,CARRETERA,NACIONAL,PE-5N,NO,-5.11516,-78.970649,DESPEJADO,INDUSTRIAL,CURVA,INCLINADA,ASFALTADA,SI,PREVENTIVA (P),,SI,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD
A-2023-05-34,01/05/2023,17:40,CHOQUE,1,0,2,CUSCO,CANCHIS,SICUANI,RURAL,CARRETERA,NACIONAL,PE-3S,NO,-14.221547,-71.28787,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,NO,,,SI,IMPRUDENCIA DEL CONDUCTOR,OTRO (IMPRUDENCIA DEL CONDUCTOR)
A-2023-05-1,01/05/2023,18:40,CHOQUE FUGA,1,0,,PUNO,PUNO,CAPACHICA,RURAL,CARRETERA,DEPARTAMENTAL,PU-119,NO,-15.61817955266702,-69.8369281869057,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,NO IDENTIFICA LA CAUSA,
A-2023-05-52,01/05/2023,19:30,ATROPELLO,1,0,1,LA LIBERTAD,ASCOPE,CHICAMA,URBANA,CARRETERA,NACIONAL,PE-1N,NO,-7.948986,-79.09301,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,NO IDENTIFICA LA CAUSA,
A-2023-05-53,01/05/2023,22:00,CHOQUE,1,0,2,LA LIBERTAD,VIRU,GUADALUPITO,RURAL,CARRETERA,NACIONAL,PE-1N,NO,-8.9103176,-78.639243,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,NO IDENTIFICA LA CAUSA,
A-2023-05-106,01/05/2023,23:30,CHOQUE,1,12,3,ICA,CHINCHA,GROCIO PRADO,RURAL,CARRETERA,NACIONAL,PE-1S,NO,-13.336721,-76.233743,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2023-05-146,01/05/2023,23:45,DESPISTE,1,1,,UCAYALI,CORONEL PORTILLO,MANANTAY,URBANA,AVENIDA,URBANO,NO CORRESPONDE,NO,-8.398294,-74.559825,DESPEJADO,COMERCIAL,CURVA,PLANA ,CONCRETO,SI,PREVENTIVA (P),,NO,IMPRUDENCIA DEL CONDUCTOR,CONDUCIR EN ESTADO DE EBRIEDAD Y/O DROGADICCIÓN
A-2021-06-130,01/06/2021,02:00,DESPISTE,1,1,1,CUSCO,CUSCO,SAN SEBASTIAN,RURAL,CARRETERA,NACIONAL,PE-3S,NO,-13.531272,-71.907804,DESPEJADO,RURAL,CURVA,INCLINADA,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,CONDUCIR EN ESTADO DE EBRIEDAD Y/O DROGADICCIÓN
A-2021-06-270,01/06/2021,02:00,VOLCADURA,1,1,1,LAMBAYEQUE,LAMBAYEQUE,SALAS,RURAL,CARRETERA,DEPARTAMENTAL,LA-100,NO,-6.065649,-79.426046,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,TROCHA,,,,,NO IDENTIFICA LA CAUSA,
A-2021-06-25,01/06/2021,02:30,ATROPELLO,1,0,1,LA LIBERTAD,VIRU,GUADALUPITO,RURAL,CARRETERA,NACIONAL,PE-1N,NO,-8.945029,-78.629661,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL PEATÓN,ESTADO DE EBRIEDAD Y/O DROGADICCIÓN
A-2021-06-149,01/06/2021,05:00,DESPISTE,1,0,1,APURIMAC,ANDAHUAYLAS,KISHUARA,URBANA,JIRÓN,URBANO,NO CORRESPONDE,NO,-13.690433,-73.11838,NUBLADO,RURAL,OTRO,INCLINADA,AFIRMADO,,,,,IMPRUDENCIA DEL CONDUCTOR,CONDUCIR EN ESTADO DE EBRIEDAD Y/O DROGADICCIÓN
A-2021-06-100,01/06/2021,08:15,ATROPELLO,1,0,,LIMA,LIMA,LOS OLIVOS,URBANA,AVENIDA,URBANO,NO CORRESPONDE,NO,-11.954411,-77.076149,DESPEJADO,INDUSTRIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,OTRO (IMPRUDENCIA DEL CONDUCTOR)
A-2021-06-217,01/06/2021,09:30,CHOQUE,1,1,2,CUSCO,ANTA,ANCAHUASI,URBANA,CARRETERA,NACIONAL,PE-3S,NO,-13.44914,-72.31751,DESPEJADO,RESIDENCIAL,TRAMO RECTO,PLANA ,ASFALTADA,SI,PREVENTIVA (P),PREVENTIVA (P),SI,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD
A-2021-06-101,01/06/2021,10:00,ATROPELLO,1,0,,LIMA,LIMA,PUENTE PIEDRA,URBANA,CARRETERA,NACIONAL,PE-1N,NO,-11.839958,-77.105521,SOLEADO,INDUSTRIAL,TRAMO RECTO,PLANA ,CONCRETO,,,,,IMPRUDENCIA DEL PEATÓN,OTRO (IMPRUDENCIA DEL PEATÓN)
A-2021-06-218,01/06/2021,15:00,ATROPELLO,1,0,1,CUSCO,CANCHIS,MARANGANI,RURAL,CARRETERA,NACIONAL,PE-3S,NO,-14.3699936,-71.15261,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,NO,,,SI,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD
A-2021-06-58,01/06/2021,16:30,DESPISTE,1,3,1,LA LIBERTAD,PATAZ,PATAZ,RURAL,CARRETERA,DEPARTAMENTAL,LI-125,NO,-7.699621,-77.641074,DESPEJADO,RURAL,CURVA,PLANA ,AFIRMADO,,,,,IMPRUDENCIA DEL CONDUCTOR,INVASIÓN DE CARRIL
A-2021-06-120,01/06/2021,18:00,CHOQUE,2,3,2,JUNIN,JAUJA,JAUJA,RURAL,CARRETERA,NACIONAL,PE-3S,NO,-11.7919703,-75.4637969,SOLEADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,NO IDENTIFICA LA CAUSA,
A-2021-06-102,01/06/2021,21:30,CHOQUE,1,0,0,LIMA,LIMA,CHACLACAYO,URBANA,CARRETERA,NACIONAL,PE-22,NO,-11.995138,-76.832106,DESPEJADO,INDUSTRIAL,TRAMO RECTO,PLANA ,CONCRETO,,,,,NO IDENTIFICA LA CAUSA,
A-2021-06-8,01/06/2021,21:45,CHOQUE,1,0,,MADRE DE DIOS,TAMBOPATA,TAMBOPATA,URBANA,JIRÓN,URBANO,NO CORRESPONDE,,-12.589831827560188,-69.18871916901787,,,,,,,,,,,
A-2022-06-80,01/06/2022,06:30,ATROPELLO,1,0,,LAMBAYEQUE,CHICLAYO,MONSEFU,RURAL,CARRETERA,VECINAL,LA-778,NO,-6.85114,-79.86239,NUBLADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,NO IDENTIFICA LA CAUSA,
A-2022-06-260,01/06/2022,07:00,ATROPELLO,1,0,,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,URBANA,AVENIDA,URBANO,NO CORRESPONDE,,-12.16071,-76.94065,,,,,,,,,,,
A-2022-06-262,01/06/2022,11:40,DESPISTE,1,0,,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,URBANA,AVENIDA,URBANO,NO CORRESPONDE,,-12.167059848818957,-76.9499128271913,,,,,,,,,,,
A-2022-06-261,01/06/2022,13:30,ATROPELLO,1,0,,LIMA,LIMA,SAN MARTIN DE PORRES,URBANA,AVENIDA,URBANO,NO CORRESPONDE,,-12.023962,-77.080476,,,,,,,,,,,
A-2022-06-225,01/06/2022,15:30,ATROPELLO,1,0,1,LIMA,HUARAL,AUCALLAMA,URBANA,CARRETERA,NACIONAL,PE-20C,NO,-11.594394857044655,-77.20144803209064,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL PEATÓN,CRUCE INDEBIDO POR LA CALZADA
A-2022-06-67,01/06/2022,18:30,ATROPELLO,1,0,1,LAMBAYEQUE,CHICLAYO,POMALCA,URBANA,CARRETERA,VECINAL,LA-816,NO,-6.770579,-79.783026,DESPEJADO,ESCOLAR,TRAMO RECTO,PLANA ,ASFALTADA,SI,REGULADORA (R),PREVENTIVA (P),NO,NO IDENTIFICA LA CAUSA,
A-2023-06-94,01/06/2023,01:30,DESPISTE,3,0,1,PUNO,AZANGARO,SAN ANTON,RURAL,CARRETERA,NACIONAL,PE-34B,NO,-14.45016003079707,-70.26022634739518,DESPEJADO,RURAL,CURVA,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD
A-2023-06-174,01/06/2023,06:08,DESPISTE,1,1,1,CAJAMARCA,CONTUMAZA,YONAN,RURAL,CARRETERA,NACIONAL,PE-08,NO,-7.179736,-79.013894,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,SI,REGULADORA (R),,SI,IMPRUDENCIA DEL CONDUCTOR,CONDUCIR EN ESTADO DE EBRIEDAD Y/O DROGADICCIÓN
A-2023-06-98,01/06/2023,15:31,ATROPELLO,1,0,1,PIURA,PIURA,CASTILLA,URBANA,CALLE,URBANO,NO CORRESPONDE,NO,-5.20617511377859,-80.57738947211203,DESPEJADO,COMERCIAL,INTERSECCIÓN,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,NO DAR PASO PREFERENTE AL PEATÓN
A-2023-06-1,01/06/2023,19:30,VOLCADURA,1,1,1,AREQUIPA,AREQUIPA,VITOR,RURAL,CARRETERA,NACIONAL,PE-1S,NO,-16.483697,-71.891388,DESPEJADO,RURAL,CURVA,PLANA ,ASFALTADA,NO,,,SI,NO IDENTIFICA LA CAUSA,
A-2023-06-4,01/06/2023,22:30,CHOQUE,4,2,2,PUNO,CHUCUITO,KELLUYO,RURAL,CARRETERA,DEPARTAMENTAL,PU-152,NO,-16.679504874497102,-69.15686486527842,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD
A-2023-06-114,01/06/2023,23:00,DESPISTE,1,1,,LIMA,LIMA,SAN MIGUEL,URBANA,OTRO,URBANO,NO CORRESPONDE,SI,-12.081534242873907,-77.10680099489718,DESPEJADO,COMERCIAL,TRAMO RECTO,INCLINADA,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,OTRO (IMPRUDENCIA DEL CONDUCTOR)
A-2023-06-115,01/06/2023,23:50,CHOQUE,1,1,,LIMA,LIMA,VILLA EL SALVADOR,URBANA,AVENIDA,URBANO,NO CORRESPONDE,NO,-12.2397639,-76.91231399,DESPEJADO,COMERCIAL,ÓVALO,PLANA ,ASFALTADA,SI,REGULADORA (R),,NO,IMPRUDENCIA DEL CONDUCTOR,OTRO (IMPRUDENCIA DEL CONDUCTOR)
A-2021-07-136,01/07/2021,01:30,ATROPELLO FUGA,1,0,1,CUSCO,CANCHIS,MARANGANI,RURAL,CARRETERA,NACIONAL,PE-3S,NO,-14.36536,-71.15689,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,NO,,,SI,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD
A-2021-07-149,01/07/2021,02:30,CHOQUE CON OBJETO FIJO,1,0,,LIMA,HUARAL,HUARAL,URBANA,CARRETERA,VECINAL,LM-678,,-11.484734969302387,-77.20606663562256,,,,,,,,,,,
A-2021-07-40,01/07/2021,13:30,DESPISTE,1,0,1,LA LIBERTAD,TRUJILLO,LA ESPERANZA,URBANA,JIRÓN,URBANO,NO CORRESPONDE,NO,-8.048035,-79.070344,DESPEJADO,INDUSTRIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,NO IDENTIFICA LA CAUSA,
A-2021-07-279,01/07/2021,18:30,DESPISTE,1,1,1,HUANUCO,HUANUCO,SAN PEDRO DE CHAULAN,RURAL,CARRETERA,VECINAL,HU-1148,NO,-10.007025,-76.45803,DESPEJADO,RURAL,SINUOSA,INCLINADA,AFIRMADO,,,,,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD
A-2021-07-11,01/07/2021,20:30,VOLCADURA,1,0,,LIMA,LIMA,SANTIAGO DE SURCO,URBANA,CARRETERA,NACIONAL,PE-1S,NO,-12.132164945357,-76.97838078248924,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL PEATÓN,OTRO (IMPRUDENCIA DEL PEATÓN)
A-2022-07-7,01/07/2022,07:30,DESPISTE,1,1,1,CUSCO,CHUMBIVILCAS,SANTO TOMAS,URBANA,CARRETERA,SIN CLASIFICAR,SIN CLASIFICAR,NO,-14.4684303,-72.0845001,DESPEJADO,RURAL,CURVA,INCLINADA,ASFALTADA,SI,REGULADORA (R),PREVENTIVA (P),SI,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD
A-2022-07-13,01/07/2022,07:50,CHOQUE,1,0,,CAJAMARCA,HUALGAYOC,BAMBAMARCA,,CARRETERA,NACIONAL,PE-3N,,-6.691349,-78.541895,,,,,,,,,,,
A-2022-07-92,01/07/2022,09:06,ATROPELLO,1,0,1,LAMBAYEQUE,LAMBAYEQUE,MOTUPE,RURAL,CARRETERA,NACIONAL,PE-1N,NO,-6.14817101787074,-79.7156908860278,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,NO IDENTIFICA LA CAUSA,
A-2022-07-87,01/07/2022,10:00,DESPISTE,1,0,1,CUSCO,CANAS,CHECCA,RURAL,CARRETERA,SIN CLASIFICAR,SIN CLASIFICAR,NO,-14.494503,-71.46394,DESPEJADO,RURAL,TRAMO RECTO,INCLINADA,TROCHA,,,,,IMPERICIA DEL CONDUCTOR,
A-2022-07-69,01/07/2022,12:05,DESPISTE,1,0,1,APURIMAC,CHINCHEROS,CHINCHEROS,URBANA,CARRETERA,NACIONAL,PE-3S,NO,-13.499955,-73.808258,SOLEADO,RURAL,CURVA,PLANA ,ASFALTADA,SI,REGULADORA (R),PREVENTIVA (P),SI,IMPRUDENCIA DEL CONDUCTOR,CONDUCIR EN ESTADO DE EBRIEDAD Y/O DROGADICCIÓN
A-2022-07-4,01/07/2022,18:55,ATROPELLO,1,1,1,SAN MARTIN,MOYOBAMBA,MOYOBAMBA,URBANA,CARRETERA,NACIONAL,PE-5N,NO,-6.046127,-77.017082,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL PEATÓN,OTRO (IMPRUDENCIA DEL PEATÓN)
A-2022-07-200,01/07/2022,19:00,DESPISTE,1,0,,ANCASH,SANTA,CHIMBOTE,RURAL,CARRETERA,NACIONAL,PE-12,NO,-8.9076392268264,-78.56746390954739,DESPEJADO,RURAL,CURVA,INCLINADA,ASFALTADA,,,,,NO IDENTIFICA LA CAUSA,
